user_id,country1_rate,country2_rate,country3_rate,country4_rate,country5_rate,country6_rate,country7_rate,country8_rate,country9_rate,country10_rate,country1_norm_rate,country2_norm_rate,country3_norm_rate,country4_norm_rate,country5_norm_rate,country6_norm_rate,country7_norm_rate,country8_norm_rate,country9_norm_rate,country10_norm_rate
44,18,14,26,13,64,33,8,30,37,4,0.5182042333315408,0.4172562314390734,0.2265766723088562,-0.0650508887138281,-0.1379577789694989,-0.3019982820447589,-0.3566784497365126,-0.6559804202597931,-0.7941197912705387,-0.7941197912705387
45,27,32,41,7,28,37,10,43,42,29,1.305598648092788,0.7806690382519557,0.3723904528201991,0.3392509572494385,0.2265766723088562,0.143254512016661,0.0260827241057609,-0.1379577789694989,-0.1567052650352429,-0.1578414763119553
46,35,63,28,19,32,37,15,41,24,6,2.092993062854035,0.3541637302562808,0.316308229546605,0.143254512016661,-0.055937527431869,-0.0592183374933747,-0.1034229362168128,-0.3791113390459498,-0.4139137654512453,-0.4250286593512039
47,28,15,32,41,13,20,19,33,5,26,0.8462852394820606,0.5182042333315408,0.0409954971126008,-0.010642761657357,-0.0942136448160965,-0.1817019131229026,-0.2537510752579173,-0.3566784497365126,-0.3566784497365126,-0.3903277837006684
48,35,36,15,37,20,19,6,13,87,8,2.65073077330992,1.3566334712717587,1.3533195217146827,1.3287573073504717,1.2599525950631507,1.2563864971702103,0.9357618775231116,0.8164596934683761,0.7806690382519557,0.7568086014410095
49,26,28,6,35,24,43,20,10,30,42,0.8462852394820606,0.0807628917975146,-0.0442203486407793,-0.1379577789694989,-0.2941868295173638,-0.3566784497365126,-0.592223787485603,-0.6191432546569288,-0.6847594558870325,-0.7503756571171362
50,35,5,26,63,37,20,55,22,32,15,2.2343202655034915,2.092993062854035,1.9398885933171277,1.83052825793362,1.5680634530132052,1.525336624305229,1.5024472517831002,1.4726217057694158,1.4555785366187393,1.436831050552995
51,35,91,5,13,85,26,28,33,43,30,1.83052825793362,1.83052825793362,1.305598648092788,1.1743662456325803,0.5182042333315408,0.4088438979480345,0.4088438979480345,0.4088438979480345,0.3307293726741014,0.3307293726741014
52,15,19,28,27,20,13,41,64,36,37,2.092993062854035,1.6761371962157314,1.4267362503637486,1.2472731358882512,1.2399824468626854,1.0806288153038608,1.076485724460603,1.043133843172373,0.9219962409014122,0.7568086014410095
53,37,18,16,10,42,13,36,32,41,7,-0.0067253765092915,-0.5316549863501225,-0.7941197912705387,-0.8566114114896851,-1.052281894470948,-1.0565845961909548,-1.0703985332920265,-1.1440728644977598,-1.231561132804566,-1.2791091047104368
54,87,35,15,5,91,13,33,22,37,63,0.5182042333315408,0.3432276967179307,0.2265766723088562,0.0807628917975146,-0.1379577789694989,-0.1765555443989717,-0.5316549863501225,-0.5316549863501225,-0.7344686992431709,-0.7941197912705387
55,19,28,32,14,24,33,10,30,1,9,1.1147151536052162,0.5182042333315408,0.5182042333315408,0.4491345478261685,0.3932209928932491,0.2557394284111246,0.1901232271810208,-0.0442203486407793,-0.0442203486407793,-0.1132900341461516
56,37,32,13,7,17,19,25,14,24,5,2.39295283990594,1.83052825793362,1.83052825793362,1.83052825793362,1.7398146156800205,1.573769209641912,1.5680634530132052,1.5024472517831002,1.5024472517831002,1.393086916399593
57,22,35,5,33,51,87,34,28,69,49,0.0670928498745759,-0.1848264941338588,-0.2963417129731981,-0.4052830432402912,-0.4853376678347552,-0.5129075002843787,-0.6300792881952788,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387
58,27,43,18,19,28,37,87,30,20,13,-0.1379577789694989,-0.4660387851200188,-0.5316549863501225,-0.6628873888103313,-0.7941197912705387,-1.0565845961909548,-1.1222007974210586,-1.215938227749778,-1.231561132804566,-1.231561132804566
59,19,30,28,24,6,20,15,9,21,41,0.4361839817939107,-0.5178410492490486,-0.5316549863501225,-0.7316281710513911,-0.7941197912705387,-0.8713153221294843,-0.9253521937307462,-1.046489796001708,-1.0565845961909548,-1.109077557175038
60,109,85,1,29,14,24,41,42,17,8,0.2994835625645271,0.1901232271810208,0.0495170816879425,-0.0221644826810794,-0.0442203486407793,-0.1127207784963821,-0.3143454166848327,-0.3928306267227959,-0.4653891197613052,-0.5316549863501225
62,43,28,26,35,19,37,32,24,20,41,1.1743662456325803,1.0806288153038608,0.5182042333315408,0.0807628917975146,0.0260827241057609,-0.2691901814297064,-0.3309466061168641,-0.3330329718157535,-0.3741761033978729,-0.4342890103312574
63,37,24,32,4,30,6,41,33,84,18,2.2679695994676474,1.896144459163725,1.83052825793362,1.83052825793362,1.6664877548583603,1.5680634530132052,1.376262249417515,1.305598648092788,1.305598648092788,1.1743662456325803
64,35,33,51,101,90,19,5,13,25,27,0.826986356767323,0.809831794354224,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.4812373593990878,0.3307293726741014,0.2389863557566307,0.1901232271810208,0.0078560015418426
65,22,37,20,32,38,15,34,55,14,2,0.1901232271810208,-0.4660387851200188,-0.636640908318289,-0.7941197912705387,-0.9253521937307462,-0.9322591622812844,-1.1222007974210586,-1.1222007974210586,-1.1472114570827572,-1.1690695125854185
66,19,32,30,15,37,43,13,4,20,7,0.7369249040985532,0.5182042333315408,0.0807628917975146,-0.0442203486407793,-0.1379577789694989,-0.1379577789694989,-0.1379577789694989,-0.1379577789694989,-0.2893797818081987,-0.3309466061168641
67,48,5,19,35,13,20,43,37,42,26,0.8462852394820606,0.7369249040985532,0.6119416636602604,0.2557394284111246,0.1901232271810208,0.1536697820531854,-0.1379577789694989,-0.2316952092982209,-0.3879242598460858,-0.419170069955659
68,19,8,20,32,28,1,37,27,30,42,0.6640180138428824,-0.2691901814297064,-0.3019982820447589,-0.3019982820447589,-0.419170069955659,-0.6066449306130971,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387,-0.919959081300875
69,5,13,26,22,20,35,54,15,63,91,1.393086916399593,1.1014593553769096,1.0103257425573204,0.955645574865568,0.8780350142708196,0.8462852394820606,0.8462852394820606,0.7281760772678736,0.5182042333315408,0.5182042333315408
70,8,33,32,36,20,25,30,55,37,10,-0.2691901814297064,-0.5316549863501225,-0.636640908318289,-0.6931717893780714,-0.7169242604115932,-0.7941197912705387,-1.1222007974210586,-1.1222007974210586,-1.1768809651128125,-1.2003153226949903
71,19,13,26,64,41,33,30,6,31,20,0.1081029756433909,0.0807628917975146,-0.1379577789694989,-0.3566784497365126,-0.5129075002843787,-0.5316549863501225,-0.5555154231610699,-0.5753991205035263,-0.6066449306130971,-0.6891338693023723
72,28,19,14,33,10,30,41,20,5,21,0.8462852394820606,0.8462852394820606,0.70567909398898,-0.1379577789694989,-0.3566784497365126,-0.5753991205035263,-0.6281937651714256,-0.7941197912705387,-0.7941197912705387,-0.7941197912705387
73,32,112,41,14,30,43,21,19,7,9,-0.4660387851200188,-0.5316549863501225,-0.815248442829429,-1.0805938506951096,-1.1690695125854185,-1.3998078026253449,-1.4502818035715783,-1.5049619712633322,-1.5323020551092084,-1.562663142694961
74,19,27,63,9,26,85,30,14,28,16,-1.669002474338592,-1.8877231451056056,-2.2939186765300588,-2.329291291748443,-2.387656106858778,-2.434524822023138,-2.520861928904854,-2.611183825334957,-2.668868397844938,-2.668868397844938
75,22,69,19,8,87,27,13,43,32,37,3.1428522825357,2.48669027023466,2.092993062854035,2.092993062854035,2.092993062854035,1.83052825793362,1.5024472517831002,1.393086916399593,1.2681036759613,1.2472731358882512
76,19,23,10,27,6,24,28,41,39,36,1.0103257425573204,0.70567909398898,0.6056925016383458,0.3541637302562808,0.1006465891399698,0.0835491423805347,-0.0442203486407793,-0.1211331119874222,-0.1379577789694989,-0.2108646692251698
77,41,24,7,29,9,10,30,42,17,40,1.1147151536052162,0.5182042333315408,0.143254512016661,-0.3903277837006684,-0.4549798748003367,-0.5316549863501225,-0.7941197912705387,-0.8713153221294843,-0.9159132042266483,-2.382722557894106
78,35,26,15,20,42,14,28,27,24,19,2.2679695994676474,2.205477979248501,1.6118075871666078,1.3257882484712835,1.2837265810160878,1.2681036759613,1.2472731358882512,1.2472731358882512,1.2399824468626854,1.1743662456325803
79,35,5,20,13,19,43,27,37,24,15,1.5024472517831002,0.972470241847646,0.279599865222072,0.2557394284111246,0.2466889178966277,0.0807628917975146,-0.0067253765092915,-0.0238426463954057,-0.208894212731774,-0.2537510752579173
80,27,32,13,26,15,31,21,84,37,20,0.8462852394820606,-0.2166972204456232,-0.7941197912705387,-1.1222007974210586,-1.1222007974210586,-1.1222007974210586,-1.139468218797402,-1.2862413004963185,-1.34667727531352,-1.38240297471285
81,22,103,19,91,28,32,5,41,15,42,0.8462852394820606,0.5182042333315408,0.366782230492841,-0.0067253765092915,-0.1379577789694989,-0.1379577789694989,-0.2108646692251698,-0.4029462839372262,-0.5024922302478543,-0.5437421813135629
82,19,30,87,27,8,32,20,4,24,6,0.8462852394820606,0.8210482390089426,0.5182042333315408,0.3541637302562808,0.3307293726741014,0.2557394284111246,0.2329164018963059,0.1536697820531854,-0.0523714295389287,-0.1379577789694989
83,13,32,10,36,30,24,21,20,43,88,0.5182042333315408,0.3869718308713332,-0.419170069955659,-0.4660387851200188,-0.5316549863501225,-0.5316549863501225,-0.5753991205035263,-0.6628873888103313,-0.7941197912705387,-0.7941197912705387
84,35,5,100,99,69,87,15,31,4,55,1.83052825793362,1.83052825793362,1.5024472517831002,0.9119014407121656,0.5182042333315408,0.5182042333315408,0.2265766723088562,0.0807628917975146,-0.0993600135400262,-0.2108646692251698
85,35,112,5,51,48,33,22,63,18,38,2.103929096392388,2.092993062854035,1.393086916399593,1.305598648092788,1.305598648092788,1.2378657952101009,1.1743662456325803,1.0285524651212388,1.0103257425573204,0.955645574865568
86,30,13,87,32,36,24,20,19,38,37,1.83052825793362,1.3384067487078404,0.5182042333315408,0.2265766723088562,0.1901232271810208,-0.0910890638051391,-0.3566784497365126,-0.3566784497365126,-0.4660387851200188,-0.7941197912705387
87,13,18,4,85,33,114,2,43,42,28,1.3384067487078404,1.043133843172373,0.5182042333315408,0.3541637302562808,0.316308229546605,0.2557394284111246,0.2557394284111246,0.0807628917975146,-0.0321251963402985,-0.0442203486407793
88,68,45,61,100,67,22,104,35,48,101,2.39295283990594,1.83052825793362,1.83052825793362,1.538900696910937,1.5024472517831002,1.480575184706398,1.305598648092788,1.2973966229390257,1.2681036759613,1.058572949344162
89,5,114,15,26,37,20,13,43,28,4,1.043133843172373,1.043133843172373,0.8210482390089426,0.7806690382519557,0.6494366357917483,0.6431874737698359,0.5911111235872115,0.5806958535506872,0.5182042333315408,0.5182042333315408
90,87,2,36,41,21,14,29,1,6,42,2.48669027023466,0.5182042333315408,0.0807628917975146,-0.1379577789694989,-0.2316952092982209,-0.3566784497365126,-0.3903277837006684,-0.4660387851200188,-0.6300792881952788,-0.7110613087007864
91,15,30,32,43,20,14,37,9,7,19,-0.0067253765092915,-0.4295853399921834,-0.5753991205035263,-1.0128404620375524,-1.085747352293223,-1.1222007974210586,-1.3773749133159077,-1.4714483200974178,-1.5487061054167346,-1.59609558408292
92,28,13,43,16,36,19,32,30,38,7,1.5024472517831002,0.7806690382519557,0.7369249040985532,0.7369249040985532,0.5182042333315408,0.4491345478261685,0.2994835625645271,0.2994835625645271,0.1901232271810208,0.143254512016661
93,33,19,30,20,37,28,32,18,36,24,-1.581514206031786,-2.2001812462013377,-2.4813935371874978,-2.5001410232532417,-2.762605828173658,-2.871966163557165,-3.043818119159818,-3.0906868343241776,-3.1271402794520133,-3.2000471697076853
94,26,27,8,43,13,63,28,19,2,16,1.3384067487078404,0.5182042333315408,0.5182042333315408,0.3989020492768075,0.2994835625645271,0.1901232271810208,0.1602976811673387,0.0807628917975146,0.0134642238692031,-0.0067253765092915
95,5,35,101,100,99,22,33,51,96,19,1.2681036759613,1.1743662456325803,1.1743662456325803,1.1743662456325803,1.1743662456325803,0.7369249040985532,0.5872739188369129,0.5182042333315408,0.5182042333315408,0.4737186731755382
96,32,26,1,29,43,9,42,24,20,17,1.83052825793362,1.2681036759613,1.1743662456325803,1.085695703429736,1.043133843172373,0.6448319900913895,0.3901726211752402,0.3541637302562808,0.1901232271810208,0.0456398643750741
97,19,33,13,14,4,16,1,15,85,41,0.7806690382519557,0.279599865222072,-0.6300792881952788,-0.7649570351682704,-0.7941197912705387,-0.9581602943457986,-1.1951076876767297,-1.197911798840409,-1.340921468188072,-1.4788105867151011
98,35,5,26,33,24,2,19,14,41,28,2.1884348100978244,2.0180031185910594,1.043133843172373,0.5182042333315408,0.4040891007574463,0.3723904528201991,0.3307293726741014,0.3237858593164182,0.3201175881085865,0.279599865222072
99,33,19,28,37,88,6,9,20,21,55,-0.2691901814297064,-0.419170069955659,-0.5316549863501225,-1.1440728644977598,-1.1878169986511624,-1.371542362095454,-1.8867198392763984,-2.018955547565813,-2.024423564334988,-2.106443815872618
100,22,30,35,26,20,19,29,41,9,13,1.7112260738788847,1.5680634530132052,1.393086916399593,1.305598648092788,1.1743662456325803,0.8462852394820606,0.7537495710806311,0.6725952950494319,0.6379798387515725,0.5953997641904863
101,18,2,37,19,32,20,6,24,42,30,0.1901232271810208,-0.1379577789694989,-0.6066449306130971,-0.9253521937307462,-0.9581602943457986,-1.0128404620375524,-1.0565845961909548,-1.085747352293223,-1.0931303285216458,-1.2085379043027744
102,35,112,26,20,19,13,37,31,43,15,2.0273768616239325,1.5024472517831002,1.1743662456325803,1.128587500588323,0.955645574865568,0.8462852394820606,0.5634567859040271,0.4172562314390734,0.3800648623207963,0.3541637302562808
103,22,4,15,35,41,91,31,19,26,43,1.83052825793362,1.5680634530132052,1.5024472517831002,1.1743662456325803,0.8045294750629042,0.6375064173862763,0.5182042333315408,0.4611466670444923,0.3869718308713332,0.3432276967179307
104,22,13,37,80,27,64,2,36,42,35,1.3533195217146827,1.130622111479178,0.5182042333315408,0.3723904528201991,0.2557394284111246,0.2557394284111246,0.2153602276541377,0.1354430594892672,0.0829284429932262,0.0807628917975146
105,35,19,20,33,27,24,21,37,13,42,2.7679025612208186,2.3226497671594,2.205477979248501,2.092993062854035,1.305598648092788,1.1014593553769096,0.8761107854957451,0.809831794354224,0.7806690382519557,0.7435528032127053
106,28,19,41,14,42,10,7,40,9,29,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357,3.1428522825357
107,6,19,87,20,28,14,63,7,24,36,1.83052825793362,1.1743662456325803,0.8462852394820606,0.5182042333315408,0.3541637302562808,0.2994835625645271,0.1901232271810208,0.1648862267079052,-0.1379577789694989,-0.2199780305071289
108,4,19,33,38,41,32,28,30,14,2,0.5182042333315408,-0.0385392922572197,-0.0650508887138281,-0.1379577789694989,-0.1874794402752384,-0.3254326396269382,-0.4362132391063367,-0.5207189528117725,-0.7394396235787862,-0.7941197912705387
109,43,32,27,24,29,42,37,30,36,17,2.092993062854035,0.6822447364068006,0.5182042333315408,0.5182042333315408,0.4386694439617178,0.366782230492841,0.3307293726741014,0.2994835625645271,0.1602976811673387,0.0880293592648602
110,32,16,7,33,2,19,17,9,41,10,-0.5480590366576488,-0.9815946519279792,-1.1222007974210586,-1.4502818035715783,-1.4502818035715783,-1.581514206031786,-1.7647048758965234,-1.8934789522310524,-1.977362764272414,-2.2001812462013377
111,26,33,87,31,37,28,27,25,4,20,0.5182042333315408,0.3307293726741014,-0.0442203486407793,-0.1379577789694989,-0.1976088709968667,-0.2108646692251698,-0.4441667180433187,-0.4660387851200188,-0.7941197912705387,-0.8991057132387051
112,32,9,37,29,42,7,17,30,14,24,2.48669027023466,0.3893152666295509,0.3541637302562808,-0.1379577789694989,-0.2594692627289496,-0.2691901814297064,-0.6493781709100164,-1.1222007974210586,-1.1222007974210586,-1.1222007974210586
113,50,76,75,88,13,22,37,87,20,32,1.1743662456325803,0.8462852394820606,0.5182042333315408,0.1144122257616704,0.0409954971126008,-0.050469510662694,-0.0532917128661391,-0.1379577789694989,-0.1584628418539064,-0.2004493991886465
114,38,5,35,63,22,25,42,24,26,33,1.83052825793362,1.393086916399593,1.043133843172373,0.1602976811673387,-0.2537510752579173,-0.7941197912705387,-0.8176007380328021,-0.8966451056925762,-0.903480126654046,-0.9815946519279792
115,32,37,33,21,41,30,14,43,20,42,2.2679695994676474,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.4571659066058637,0.3869718308713332,0.3763313658069919,0.3541637302562808,0.279599865222072,0.2587913447474071
116,35,5,2,28,27,22,33,26,41,14,1.1743662456325803,1.0806288153038608,0.5838204345616457,0.5182042333315408,0.5182042333315408,0.5182042333315408,0.2994835625645271,0.0807628917975146,-0.0424600213106624,-0.0579380213718117
117,91,35,15,13,20,41,28,22,19,6,0.8462852394820606,0.4361839817939107,0.1602976811673387,0.1507535064429581,-0.2594692627289496,-0.2811203998351819,-0.2837715594808406,-0.3019982820447589,-0.3566784497365126,-0.3668515041907946
118,35,15,13,22,37,2,20,6,5,27,2.705410941001672,1.070761717374521,1.043133843172373,0.955645574865568,0.4287275952904896,0.3638131716136507,0.33447886988725,0.1758588356092587,0.143254512016661,0.0495170816879425
119,26,22,19,37,20,64,32,28,8,85,1.043133843172373,0.7369249040985532,0.6521148480868548,0.5706971943156228,0.5536724502126771,0.5182042333315408,0.463524065639787,0.3723904528201991,0.3307293726741014,0.2994835625645271
120,5,57,70,69,51,35,33,31,19,16,0.907040981361786,0.8462852394820606,0.2994835625645271,0.1901232271810208,0.1901232271810208,0.143254512016661,0.0807628917975146,0.0807628917975146,-0.2077622483632268,-0.4004225838899151
121,32,2,21,19,14,22,36,4,35,13,1.1743662456325803,0.9119014407121656,0.5182042333315408,0.4172562314390734,0.2994835625645271,0.2994835625645271,0.2557394284111246,-0.0442203486407793,-0.0783066869421312,-0.2316952092982209
